0.0,0.0,0.0,492.81952,99.12396,275.91418,102.64525
0.03,0.0,0.0,565.197,96.96182,346.52203,99.57399
0.06,0.0,0.0,637.8106,95.07649,418.039,96.86648
0.09,0.0,0.0,710.34045,93.37344,490.0267,94.56896
0.12,0.0,0.0,782.5944,92.059235,562.3082,92.52626
0.15,0.0,0.0,854.3708,91.018005,634.647,90.830765
0.18,0.0,0.0,925.5052,90.46495,706.9118,89.45324
0.21,0.0,0.0,995.7548,90.29968,778.94586,88.334145
0.24,0.0,0.0,1064.7944,90.571594,850.5369,87.60289
0.27,0.0,0.0,1132.2252,91.31311,921.3659,87.23286
0.0,0.03,0.0,495.42908,172.04935,278.99994,174.44699
0.03,0.03,0.0,567.48883,169.90771,349.38495,171.71233
0.06,0.03,0.0,639.7413,167.98349,420.6761,169.3184
0.09,0.03,0.0,711.89136,166.21423,492.39136,167.15971
0.12,0.03,0.0,783.77167,164.70497,564.32056,165.2921
0.15,0.03,0.0,855.2797,163.44151,636.3015,163.62526
0.18,0.03,0.0,926.17444,162.45755,708.2031,162.1567
0.21,0.03,0.0,996.2255,161.86488,779.9076,160.83057
0.24,0.03,0.0,1065.1212,161.62993,851.1999,159.83711
0.27,0.03,0.0,1132.4641,161.846,921.7415,159.09087
0.0,0.06,0.0,498.24677,244.60312,282.39835,246.10796
0.03,0.06,0.0,569.8504,242.57527,352.6019,243.70331
0.06,0.06,0.0,641.6234,240.64857,423.55338,241.54393
0.09,0.06,0.0,713.2777,238.82742,494.97156,239.54524
0.12,0.06,0.0,784.73285,237.14484,566.4591,237.7678
0.15,0.06,0.0,855.888,235.59628,638.01654,236.06966
0.18,0.06,0.0,926.46954,234.30002,709.39844,234.54736
0.21,0.06,0.0,996.30096,233.26056,780.6704,233.06404
0.24,0.06,0.0,1064.9956,232.57492,851.6284,231.80937
0.27,0.06,0.0,1132.0632,232.1605,921.863,230.79695
0.0,0.09,0.0,501.18634,316.49762,286.18393,317.2004
0.03,0.09,0.0,572.2441,314.50394,356.0451,315.06854
0.06,0.09,0.0,643.45825,312.5879,426.68134,313.07507
0.09,0.09,0.0,714.61334,310.67554,497.62347,311.2597
0.12,0.09,0.0,785.55414,308.83377,568.63556,309.5146
0.15,0.09,0.0,856.28455,307.1331,639.6071,307.8544
0.18,0.09,0.0,926.5409,305.56577,710.53784,306.22482
0.21,0.09,0.0,996.0772,304.20987,781.29285,304.66843
0.24,0.09,0.0,1064.4999,303.04602,851.82684,303.16528
0.27,0.09,0.0,1131.4729,302.2041,921.6861,301.89673
0.0,0.12,0.0,504.06598,387.40683,290.2154,387.55902
0.03,0.12,0.0,574.6099,385.41983,359.70053,385.615
0.06,0.12,0.0,645.27045,383.49414,429.8966,383.77448
0.09,0.12,0.0,715.86456,381.53012,500.3303,382.01913
0.12,0.12,0.0,786.3,379.60373,570.82245,380.31735
0.15,0.12,0.0,856.5479,377.76892,641.2364,378.63895
0.18,0.12,0.0,926.3638,375.99805,711.59,376.96515
0.21,0.12,0.0,995.51666,374.363,781.8297,375.3018
0.24,0.12,0.0,1063.5903,372.88678,851.87427,373.677
0.27,0.12,0.0,1130.2734,371.60492,921.2585,372.20392
0.0,0.15,0.0,506.95932,457.25436,294.4012,456.95364
0.03,0.15,0.0,576.99884,455.2596,363.48233,455.1734
0.06,0.15,0.0,647.0833,453.28125,433.15985,453.44736
0.09,0.15,0.0,717.0534,451.3105,503.02554,451.71313
0.12,0.15,0.0,786.9607,449.34088,572.98645,450.0076
0.15,0.15,0.0,856.714,447.3878,642.84045,448.29178
0.18,0.15,0.0,926.0516,445.54532,712.59937,446.59097
0.21,0.15,0.0,994.6919,443.69388,782.26575,444.90958
0.24,0.15,0.0,1062.38,441.88452,851.79614,443.19012
0.27,0.15,0.0,1128.5565,440.17026,920.7294,441.56067
0.0,0.18,0.0,509.84488,525.993,298.74216,525.28485
0.03,0.18,0.0,579.3102,523.9729,367.30176,523.63275
0.06,0.18,0.0,648.8376,521.9552,436.42197,521.97015
0.09,0.18,0.0,718.27356,519.9978,505.72394,520.2922
0.12,0.18,0.0,787.6374,518.069,575.10565,518.61163
0.15,0.18,0.0,856.8469,516.07294,644.3816,516.88135
0.18,0.18,0.0,925.6236,514.0502,713.5762,515.15295
0.21,0.18,0.0,993.78253,511.97656,782.70764,513.3754
0.24,0.18,0.0,1060.9224,509.90912,851.6819,511.59192
0.27,0.18,0.0,1126.8098,507.90964,920.0822,509.8795
0.0,0.21,0.0,512.7131,593.6019,303.25497,592.43616
0.03,0.21,0.0,581.5834,591.54285,371.1963,590.92255
0.06,0.21,0.0,650.56067,589.5151,439.70602,589.31824
0.09,0.21,0.0,719.4082,587.50433,508.41443,587.622
0.12,0.21,0.0,788.196,585.5115,577.20416,585.942
0.15,0.21,0.0,856.81604,583.50146,645.9123,584.22626
0.18,0.21,0.0,925.0407,581.42365,714.5201,582.5096
0.21,0.21,0.0,992.63635,579.17084,783.10913,580.76385
0.24,0.21,0.0,1059.2122,576.7882,851.48114,578.9088
0.27,0.21,0.0,1124.4962,574.428,919.3299,577.0724
0.0,0.24,0.0,515.5507,660.13385,307.83487,658.3885
0.03,0.24,0.0,583.82697,658.0671,375.14175,656.99506
0.06,0.24,0.0,652.27783,656.0629,443.01016,655.54443
0.09,0.24,0.0,720.56036,654.0175,511.08307,653.9161
0.12,0.24,0.0,788.7535,651.9607,579.26385,652.2707
0.15,0.24,0.0,856.7273,649.81036,647.40106,650.5273
0.18,0.24,0.0,924.3305,647.56366,715.47003,648.7832
